Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
100	63.502117	1.6833438	69.752235	58.806526	63.068993	1.4688221	67.42598	62.252056	14.038596	14.1	399999	31.697933	17.144794	74.93104	-8.017424	-31.556982	0.40991652	3450.0796139240265
101	63.62069	1.698395	70.029	58.48776	62.579247	0.1815995	62.77408	62.25643	14.038596	14.0	403999	31.730808	17.164183	75.51264	-33.595085	-31.591265	0.42881215	3484.8197474479675
102	63.482525	1.8111413	69.38081	58.76282	62.614056	0.15530825	62.77815	62.27707	14.059649	14.0	407999	31.721912	17.127207	78.860245	-7.6046853	-31.580706	0.42361024	3519.5554583072662
103	63.59765	1.859674	70.04056	57.239822	62.580128	0.29035833	63.005886	62.071167	14.056338	14.0	411999	31.709064	17.136377	75.79162	-7.9169617	-31.56467	0.43106386	3554.297325372696
104	63.466248	1.7399019	69.579285	59.035233	63.062847	1.3356469	67.05103	62.480343	14.042106	14.1	415999	31.7539	17.148422	79.09769	-8.805651	-31.611876	0.4082923	3588.834583759308
105	63.66265	1.7538899	69.972336	58.535725	63.108288	1.4258245	67.32229	62.200996	14.049123	14.1	419999	31.698242	17.12922	77.30838	-3.8134093	-31.560066	0.4171863	3623.685475587845
106	63.54843	1.829021	69.86968	57.383198	63.170765	1.3699709	67.25984	62.51057	14.045614	14.1	423999	31.67463	17.162786	76.604385	-7.1633515	-31.53765	0.40724817	3658.2678995132446
107	63.787563	1.854017	69.652664	58.311382	63.99516	2.2154672	67.58024	62.195667	14.073944	14.3	427999	31.728773	17.140198	80.939575	-9.0445595	-31.589914	0.43116435	3692.9784984588623
108	63.56941	1.7500314	69.812584	57.92798	62.488354	0.18727732	62.78419	62.1836	14.049123	14.0	431999	31.686302	17.137413	73.16256	-5.6396327	-31.54775	0.41654187	3727.7410135269165
109	63.6069	1.7205902	69.88887	58.898464	63.046703	1.4521974	67.32791	62.18595	14.049295	14.1	435999	31.693903	17.131924	75.90243	-13.8978615	-31.556255	0.41820198	3762.506181001663
110	63.73428	1.8399398	70.03454	57.58086	62.685394	0.21364366	63.08659	62.327274	14.05614	14.0	439999	31.694555	17.12875	74.047386	-35.46593	-31.557743	0.44723582	3797.204320192337
111	63.736927	1.7574348	69.83765	59.592995	62.568108	0.19078954	62.800713	62.188656	14.066901	14.0	443999	31.763004	17.146288	74.78166	-6.204316	-31.626879	0.4236521	3831.8099501132965
112	63.429974	1.6638439	70.02427	58.500668	63.995888	2.152326	67.4804	62.392834	14.031579	14.3	447999	31.71812	17.154728	75.46376	-7.4017444	-31.582518	0.42643517	3866.4443795681
113	63.578606	1.7654307	69.986084	59.200375	62.487446	0.256065	62.888725	62.12773	14.049123	14.0	451999	31.741732	17.145979	77.81351	-21.559048	-31.605957	0.423854	3901.346577167511
114	63.530838	1.5763122	69.698555	58.91009	62.71529	0.0718537	62.82238	62.575108	14.031579	14.0	455999	31.709932	17.13975	74.94242	-4.870003	-31.571836	0.41319504	3936.0636579990387
115	63.511856	1.6793771	69.918564	58.035877	62.551495	0.17248857	62.77864	62.11732	14.038596	14.0	459999	31.679735	17.154774	73.686264	-7.8924637	-31.540226	0.42708603	3970.787654399872
