Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time
76	6988.9053	48.626705	7055.913	6930.8867	7635.7383	70.873184	7731.6426	7545.1313	1000.0	1000.0	303999	550.20966	110.656296	645.0924	39.638424	550.2098	110.657715	644.3745	47.390255	-552.4616	36.40087	3557.425303220749
77	7055.597	93.62086	7166.02	6962.2637	7319.9053	75.538345	7438.3687	7206.7407	1000.0	1000.0	307999	551.5993	110.49129	647.7405	2.2856727	551.5993	110.492035	646.97876	45.859024	-553.67896	36.346516	3604.331822872162
78	6919.7656	132.1887	7094.6865	6734.8037	7033.689	103.019104	7175.5312	6894.4897	1000.0	1000.0	311999	552.8132	110.39158	646.78064	25.370617	552.81354	110.390564	645.25275	40.223167	-554.81244	35.161472	3651.2797932624817
79	7019.517	90.96238	7140.6714	6884.181	7164.754	99.80857	7374.723	7000.5493	1000.0	1000.0	315999	554.103	110.70106	647.80133	18.829405	554.103	110.69981	647.24396	26.59299	-556.1751	36.205017	3698.1965458393097
80	6998.3564	104.54629	7138.71	6856.3984	7546.421	102.83986	7664.9746	7377.555	1000.0	1000.0	319999	555.2743	110.8959	650.64343	33.65504	555.2744	110.89581	647.68774	35.182194	-557.294	36.328762	3745.011162996292
81	6977.6177	129.31494	7188.1367	6855.4766	7348.8257	128.25858	7522.2188	7100.2456	1000.0	1000.0	323999	556.63745	111.00202	652.02374	16.731287	556.6376	111.00182	650.33057	16.12838	-558.37573	37.340927	3792.597583293915
82	7020.0737	130.23341	7219.58	6877.5127	7737.5117	87.04474	7856.1816	7609.302	1000.0	1000.0	327999	557.28094	112.657166	652.3802	25.206005	557.2812	112.65591	650.38916	24.047976	-559.0189	36.738884	3839.6622607707977
83	6953.5425	163.78886	7227.611	6796.291	7204.8037	45.945663	7258.801	7132.823	1000.0	1000.0	331999	558.40826	112.83627	650.7252	15.269629	558.4083	112.8357	651.1933	13.43093	-560.6032	35.636086	3886.93749833107
84	5452.954	2821.6587	7098.904	565.7306	6599.764	58.188515	6690.723	6522.8022	1000.0	1000.0	335999	559.0553	113.170906	649.891	7.4824686	559.05505	113.172134	650.594	8.797952	-561.0585	38.652596	3934.0259971618652
85	7003.6826	94.145905	7110.159	6889.202	7491.202	93.03589	7662.989	7300.859	1000.0	1000.0	339999	560.15497	113.27131	654.29254	1.956362	560.15454	113.27197	653.99677	-0.8573873	-561.91284	37.849937	3981.003954410553
86	6949.0864	139.26848	7040.136	6708.6543	7368.044	73.93722	7460.9077	7188.441	1000.0	1000.0	343999	561.1188	113.62029	654.8465	-2.9173164	561.1192	113.61842	655.20825	-2.9205284	-563.07	37.017178	4028.2158703804016
87	7084.1587	117.81398	7266.974	6958.8047	7482.2095	98.7843	7604.0693	7249.457	1000.0	1000.0	347999	562.4079	113.54561	659.4547	-17.405668	562.40753	113.54571	657.0387	-10.90573	-564.32904	37.507587	4075.2082908153534
