Epoch	AverageTestEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet0	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	alpha	Time
413	336682.94	4757.7324	342030.44	330237.22	342079.75	7697.08	353077.7	330911.25	1000.0	1000.0	1651999	1402.8281	1402.8284	-1394.7872	322.7813	4.000222	1.5135915	93959.6426384449
414	340139.7	8608.322	346971.97	325466.78	338194.38	5125.9863	345839.2	328777.28	1000.0	1000.0	1655999	1403.3425	1403.3425	-1394.6925	326.71268	3.9977245	1.6591641	94194.69607782364
415	334862.97	6259.975	341980.94	325548.44	338571.78	5974.7153	348938.9	324604.1	1000.0	1000.0	1659999	1403.8965	1403.8954	-1395.8434	325.24405	4.0009456	1.4951804	94427.48706555367
416	340461.72	2268.4868	343285.0	337199.1	316216.3	52216.484	355419.2	173238.0	1000.0	1000.0	1663999	1404.5669	1404.567	-1396.399	317.17618	3.99767	1.5405219	94664.47971057892
417	325594.6	14614.621	345345.16	304174.38	344880.56	5630.698	353463.62	333704.03	1000.0	1000.0	1667999	1405.4147	1405.4159	-1397.7317	323.59668	4.002596	1.4261672	94898.4521574974
418	319664.94	30453.719	346366.94	269155.38	343656.8	4066.9717	349978.16	334816.9	1000.0	1000.0	1671999	1406.927	1406.928	-1398.7911	327.8715	4.004194	1.5324595	95130.72288370132
419	330902.62	4448.736	336167.78	324004.47	340022.56	9674.708	350385.28	318672.5	1000.0	1000.0	1675999	1408.0071	1408.0061	-1400.0535	320.5457	3.9944243	1.4882236	95364.24766421318
420	297378.28	21038.182	314112.94	261715.6	346169.9	5848.358	355475.62	334619.8	1000.0	1000.0	1679999	1408.5248	1408.5242	-1400.4608	321.96606	3.9916782	1.5102261	95600.5383181572
421	336472.12	8656.475	349831.28	328647.97	345587.78	6915.9834	351200.88	326002.9	1000.0	1000.0	1683999	1408.9594	1408.959	-1401.0375	323.33963	4.013168	1.4750354	95833.70690512657
422	335285.03	5012.805	342428.6	328663.97	330517.6	11285.695	346125.12	300222.22	1000.0	1000.0	1687999	1409.3477	1409.349	-1401.4263	322.52246	3.995611	1.485433	96067.56934285164
423	338380.56	1947.3785	340757.03	336406.03	345311.7	7408.214	357857.94	330554.9	1000.0	1000.0	1691999	1411.7726	1411.7712	-1403.852	314.74988	3.9949534	1.4915576	96302.01022028923
424	331454.88	11380.739	344711.5	313853.88	330102.84	13509.588	344931.94	303975.4	1000.0	1000.0	1695999	1413.9412	1413.9402	-1406.186	321.21933	4.002427	1.4442148	96535.52162146568
425	328592.3	14772.679	346230.03	306279.3	336646.88	16541.031	354927.0	301958.75	1000.0	1000.0	1699999	1415.3318	1415.333	-1407.5895	319.32275	4.0005417	1.4455403	96770.79342079163
426	329348.3	8463.44	342783.9	319851.2	344948.4	14616.22	355128.84	304591.38	1000.0	1000.0	1703999	1417.4532	1417.452	-1409.8597	319.14264	4.000591	1.4063528	97003.25650858879
427	342361.34	7926.206	354345.47	334536.56	339656.62	9119.505	356237.1	321103.56	1000.0	1000.0	1707999	1418.8191	1418.8203	-1410.6615	318.10583	4.003032	1.5428199	97237.74749588966
428	317522.94	20105.785	346473.2	290718.38	346101.06	6125.0464	358703.44	336650.62	1000.0	1000.0	1711999	1418.9535	1418.9548	-1411.2762	318.14218	3.9981904	1.4159355	97471.91600584984
429	316201.66	27951.113	342782.34	269736.47	347308.28	4962.7183	355492.0	339253.4	1000.0	1000.0	1715999	1418.2584	1418.2571	-1409.964	326.6345	3.997102	1.5696274	97704.86310148239
430	332898.5	10099.23	346858.28	318754.53	331371.34	33267.336	348905.03	233626.75	1000.0	1000.0	1719999	1418.3749	1418.3763	-1410.3687	329.66663	4.0019774	1.4936612	97938.3116209507
431	345627.88	5896.856	353555.9	337182.2	341526.22	10103.907	355106.97	323955.9	1000.0	1000.0	1723999	1421.2863	1421.2843	-1413.0886	325.0827	4.006254	1.5564761	98176.56326293945
432	301229.03	42999.58	346597.72	245113.0	339522.66	13637.366	354784.38	308536.84	1000.0	1000.0	1727999	1422.4095	1422.4087	-1413.9255	319.457	3.9999013	1.6300402	98411.03625392914
433	301589.75	64224.75	360359.03	194144.45	336241.3	16027.181	353014.53	303252.44	1000.0	1000.0	1731999	1423.9172	1423.9161	-1416.31	321.37936	3.991034	1.393543	98649.05371022224
434	336321.0	2147.1208	339059.1	333070.03	329263.44	13583.387	346247.4	303380.12	1000.0	1000.0	1735999	1422.5983	1422.5974	-1414.3363	321.68747	3.9985828	1.5596302	98888.37976956367
435	316716.44	20161.475	343896.47	291558.03	340148.28	20921.338	353717.53	279703.7	1000.0	1000.0	1739999	1423.0531	1423.0537	-1415.0002	325.401	4.0041766	1.506623	99127.62215328217
436	340209.3	3522.74	345654.75	336205.75	338585.4	19934.871	351805.12	280475.5	1000.0	1000.0	1743999	1422.6544	1422.6525	-1414.9081	329.17975	3.99061	1.4066789	99367.38663077354
437	336580.94	16611.02	352095.8	308895.5	326396.3	28620.06	353084.72	281403.97	1000.0	1000.0	1747999	1422.7384	1422.7375	-1414.3379	331.3495	4.0114546	1.5792532	99604.58923053741
438	332308.1	19838.422	346732.22	298178.1	346659.75	3361.8489	353650.72	341432.25	1000.0	1000.0	1751999	1422.4862	1422.4856	-1414.4105	340.62933	3.9911644	1.4973358	99844.57059693336
439	343591.38	5766.137	352765.12	336977.97	344991.22	6614.8784	354523.16	331520.53	1000.0	1000.0	1755999	1422.9586	1422.9595	-1414.7407	333.22607	4.00889	1.5343635	100083.7563214302
440	341968.44	3923.604	347204.3	336696.34	346540.5	8044.599	356390.22	324616.2	1000.0	1000.0	1759999	1423.2439	1423.2415	-1415.462	326.59863	3.995746	1.4422686	100323.36159276962
441	328712.56	17068.469	349053.88	302249.2	343617.62	8618.157	355652.4	326639.84	1000.0	1000.0	1763999	1423.7007	1423.7008	-1415.0857	327.72482	4.0007443	1.6478921	100563.20885014534
442	346009.3	4920.291	351060.03	337935.8	346878.9	9122.369	360870.5	323825.84	1000.0	1000.0	1767999	1424.8152	1424.8156	-1416.963	328.38812	4.001062	1.4660684	100803.802328825
443	340930.1	2967.4937	343801.6	336988.97	348565.03	5458.465	355609.44	338986.3	1000.0	1000.0	1771999	1426.5469	1426.5469	-1418.5623	330.99582	4.001184	1.4847324	101046.45684409142
444	328505.75	12598.857	344384.53	312707.4	343745.38	10562.143	353295.5	317010.47	1000.0	1000.0	1775999	1427.1992	1427.1981	-1418.991	327.5942	3.9965372	1.550583	101286.47804737091
445	338642.34	18405.904	356272.38	308037.44	344224.9	7774.0117	354781.84	331969.03	1000.0	1000.0	1779999	1429.3073	1429.3063	-1421.4335	325.34967	4.001999	1.4758503	101526.55723547935
446	343647.88	6562.1772	351451.9	336753.4	343687.8	9213.107	361805.62	325277.2	1000.0	1000.0	1783999	1431.5999	1431.5994	-1423.8605	328.6946	3.9987261	1.4340175	101767.87636852264
447	336123.25	12611.096	348921.34	315813.06	343750.06	13459.77	353715.4	304967.75	1000.0	1000.0	1787999	1432.7301	1432.7317	-1424.3505	320.35138	4.0024343	1.5855694	102007.69115638733
448	346220.03	5044.8022	351261.28	340257.0	350877.88	5292.2593	358043.03	338579.75	1000.0	1000.0	1791999	1433.2915	1433.2913	-1425.5385	320.712	3.994063	1.4394454	102247.01800966263
449	331623.7	15602.498	352556.56	309793.0	333508.62	12411.222	346825.75	304310.25	1000.0	1000.0	1795999	1434.3496	1434.3481	-1426.0205	327.05408	4.004156	1.5785494	102484.90837812424
450	346564.22	5584.4956	353389.6	337895.06	336484.2	14475.966	354499.34	310029.9	1000.0	1000.0	1799999	1435.8284	1435.8279	-1428.0895	324.01462	3.994226	1.4330022	102724.3267147541
451	343644.88	2999.1816	348237.28	339826.38	349009.25	8571.94	358321.12	331947.28	1000.0	1000.0	1803999	1436.8439	1436.8446	-1428.8113	324.3285	4.016081	1.5087923	102959.3564991951
452	337260.44	7994.2344	345556.16	324057.6	353819.84	5349.869	363278.9	345471.62	1000.0	1000.0	1807999	1437.8523	1437.8513	-1429.8512	329.50458	3.9886026	1.4966947	103196.62288284302
453	346578.66	8998.305	358931.56	334599.44	339602.66	17099.273	358419.44	309078.6	1000.0	1000.0	1811999	1439.3254	1439.3256	-1431.423	324.6677	3.996172	1.4754734	103434.76359796524
454	318823.53	36562.832	346036.53	256139.72	343132.56	16776.033	358559.4	305053.34	1000.0	1000.0	1815999	1441.1232	1441.1234	-1433.3354	323.05844	4.0050626	1.4651396	103671.78898859024
455	346840.03	5014.067	351879.62	338594.25	347370.6	13319.005	359560.3	310123.62	1000.0	1000.0	1819999	1443.2307	1443.2291	-1435.4585	322.72156	3.9983711	1.46454	103907.17003297806
456	334047.2	13528.846	350327.1	312991.9	355787.9	5608.1055	366432.4	347798.12	1000.0	1000.0	1823999	1445.2379	1445.2394	-1437.189	316.40253	3.9906802	1.5245289	104144.11406517029
457	343765.2	11785.172	355817.03	327646.03	336077.3	42765.324	362030.25	211636.67	1000.0	1000.0	1827999	1445.7921	1445.7931	-1437.907	321.438	4.005917	1.4772134	104381.68814778328
458	346221.5	4257.6235	351510.9	339617.9	342004.3	13026.134	359946.6	321568.66	1000.0	1000.0	1831999	1447.4211	1447.4218	-1439.4446	324.13913	4.0096664	1.4993718	104617.00086832047
459	341186.7	15529.791	362802.66	324758.1	353022.2	10369.776	362769.53	326410.38	1000.0	1000.0	1835999	1449.0293	1449.0294	-1440.8364	322.1199	3.9899826	1.5597732	104853.97703194618
460	351351.1	4967.5586	355058.53	342815.44	360185.75	7529.22	368795.75	339072.16	1000.0	1000.0	1839999	1450.4707	1450.47	-1442.6897	324.51132	4.003889	1.4644407	105090.49762868881
461	346218.9	14140.451	357346.47	321939.66	348002.2	10310.739	364171.28	330261.25	1000.0	1000.0	1843999	1452.3711	1452.3704	-1443.8223	325.8738	3.9953308	1.6545256	105326.4137301445
462	345735.25	4230.537	352796.66	341653.84	339407.6	25584.207	356168.4	281022.97	1000.0	1000.0	1847999	1453.9448	1453.9443	-1446.6235	325.4591	3.9988763	1.3395691	105560.57339596748
463	339916.25	10089.566	351563.0	323949.78	356503.03	9147.2295	367763.44	336989.28	1000.0	1000.0	1851999	1454.5891	1454.59	-1446.5359	318.5861	4.0111914	1.5362883	105796.89363074303
464	317558.0	44572.406	353876.88	241392.14	351995.3	11812.378	363876.97	326455.28	1000.0	1000.0	1855999	1457.0366	1457.0347	-1448.9978	323.621	3.9869356	1.530184	106028.0655374527
465	326953.53	18496.139	348677.4	297542.84	353406.8	17429.62	367442.47	304500.97	1000.0	1000.0	1859999	1457.0879	1457.0879	-1449.094	328.6827	3.9979804	1.4954225	106263.00641202927
466	353270.94	4359.686	357504.97	346057.16	347778.3	12168.092	366263.97	321494.06	1000.0	1000.0	1863999	1458.067	1458.068	-1450.2283	329.7335	4.0067024	1.4714104	106496.82814192772
467	326783.44	20086.46	354471.97	303222.75	350295.16	4280.451	354839.84	342216.03	1000.0	1000.0	1867999	1458.6447	1458.6443	-1450.4513	330.98843	4.0042295	1.5566723	106732.27921843529
468	339399.06	16348.971	349827.78	311122.88	348436.8	18603.092	371274.0	306075.16	1000.0	1000.0	1871999	1459.2684	1459.2668	-1451.5042	333.17612	3.9947677	1.4254853	106966.5282201767
469	350394.75	1852.6667	352443.94	347385.75	354302.06	7270.1724	364317.38	345484.25	1000.0	1000.0	1875999	1459.1497	1459.1487	-1450.7472	334.38837	4.009184	1.5954108	107201.46962428093
470	344149.2	7327.054	351838.66	336774.16	354631.97	8867.375	365199.84	336964.47	1000.0	1000.0	1879999	1459.7462	1459.7457	-1451.7345	329.39374	3.9920204	1.5086404	107435.37597060204
471	346866.53	14919.994	359803.88	323179.16	352900.1	6354.7334	359641.38	337710.84	1000.0	1000.0	1883999	1459.8662	1459.865	-1452.7115	332.89072	3.9962769	1.2849098	107668.22457504272
472	356490.5	3733.9478	360355.12	350502.56	362804.72	3840.1768	371496.03	357503.12	1000.0	1000.0	1887999	1460.5486	1460.5505	-1453.1942	322.13556	4.000862	1.336649	107902.92627716064
473	336883.88	20720.973	352281.44	301326.38	363524.6	9113.2295	375946.12	339709.53	1000.0	1000.0	1891999	1461.7583	1461.7565	-1454.0709	323.30655	4.004472	1.4349095	108139.01832532883
474	331869.66	19371.248	360063.56	305428.6	357019.06	5816.3135	367970.5	346552.84	1000.0	1000.0	1895999	1463.246	1463.2462	-1455.3416	323.0546	3.996622	1.475801	108375.42834019661
475	337230.2	12771.21	356809.78	325511.34	361507.75	5936.192	368650.53	347144.88	1000.0	1000.0	1899999	1464.684	1464.683	-1457.0983	332.2862	4.00874	1.4053872	108609.2932434082
476	351111.38	5087.866	355973.5	343836.72	360744.03	9312.011	376567.38	342129.25	1000.0	1000.0	1903999	1465.9939	1465.9923	-1457.6458	337.46243	3.9948096	1.5941586	108844.4983856678
477	351102.34	9680.503	360257.4	334898.3	360054.06	20444.324	373884.62	300003.22	1000.0	1000.0	1907999	1467.2878	1467.2883	-1459.6818	334.87225	3.9976697	1.404156	109081.5396823883
478	357142.7	7017.6914	363141.22	345254.8	358709.56	14563.923	377766.75	321487.4	1000.0	1000.0	1911999	1467.7534	1467.7544	-1459.7157	331.84357	4.0035295	1.5180552	109317.89869642258
479	350152.5	12349.127	364612.38	332018.88	364637.97	10282.555	375940.53	340894.44	1000.0	1000.0	1915999	1469.4557	1469.4557	-1461.9198	328.4969	3.9942994	1.4003328	109553.40014505386
480	348059.88	29411.682	373896.94	302329.88	358015.8	18362.06	380448.2	327084.88	1000.0	1000.0	1919999	1471.1055	1471.1031	-1463.4424	342.50986	3.994869	1.4189588	109786.0816013813
481	352213.12	22261.957	369459.3	313949.84	359893.53	9045.038	373397.66	344715.66	1000.0	1000.0	1923999	1472.0862	1472.0854	-1463.7875	339.46655	4.0108986	1.5911344	110018.36682748795
482	363464.47	10142.344	376302.62	347910.8	356533.94	17923.152	368951.9	306271.56	1000.0	1000.0	1927999	1474.2781	1474.2787	-1466.8113	332.36862	3.991946	1.3895904	110250.90091276169
483	322545.5	18546.123	350961.62	301027.72	361080.12	7497.0386	373034.3	345129.1	1000.0	1000.0	1931999	1476.4253	1476.4249	-1468.9543	333.30313	3.9984093	1.3870122	110485.37004184723
484	333549.0	46050.035	365886.25	254035.05	357731.8	13264.124	375634.75	327647.28	1000.0	1000.0	1935999	1478.8136	1478.8147	-1471.0085	326.8787	4.007086	1.4886914	110720.32381129265
485	344735.7	17933.06	369444.16	321230.03	373836.66	11755.925	387807.22	351646.75	1000.0	1000.0	1939999	1480.7836	1480.7819	-1472.7261	333.1935	3.983049	1.532967	110956.64598941803
486	372569.6	5892.47	378983.16	366408.5	369556.12	18623.28	392130.03	330157.5	1000.0	1000.0	1943999	1480.5808	1480.5814	-1473.0916	340.28473	3.9991722	1.3843756	111192.9929113388
487	345730.34	21845.572	364579.72	308536.2	367644.3	6933.0107	379421.34	357813.38	1000.0	1000.0	1947999	1481.6852	1481.6855	-1473.2133	340.02435	4.0007687	1.6493969	111424.73660326004
488	366449.4	7195.331	374847.56	356768.34	377976.16	16613.55	388329.75	328947.75	1000.0	1000.0	1951999	1483.1484	1483.1478	-1475.335	345.09427	4.0073924	1.4692014	111659.34618473053
489	357946.34	16145.339	377306.8	335657.4	365304.47	10990.013	380081.16	342946.28	1000.0	1000.0	1955999	1484.41	1484.4072	-1476.4183	340.60895	3.9927654	1.509773	111895.13441848755
490	348055.47	20544.639	374044.72	316864.34	367588.3	17244.291	385077.78	319700.44	1000.0	1000.0	1959999	1485.5887	1485.5896	-1477.447	343.15076	4.00301	1.5523356	112130.5730304718
491	346536.8	25496.12	374643.84	313281.75	365282.2	14075.149	382270.66	343985.3	1000.0	1000.0	1963999	1485.8456	1485.8456	-1477.4373	352.45804	3.9987469	1.6148735	112366.81623744965
492	360903.62	6901.975	370267.9	352560.72	375996.3	16121.712	387304.06	336370.22	1000.0	1000.0	1967999	1486.9819	1486.9813	-1478.9825	353.44647	4.0018573	1.5112813	112602.29489660263
493	363677.03	8284.721	375459.38	352477.78	379579.0	11017.048	390885.94	350901.44	1000.0	1000.0	1971999	1488.1222	1488.122	-1480.2435	348.08096	3.9980683	1.493167	112840.84012627602
494	358589.5	7848.995	368669.8	346831.72	364462.28	8436.6455	373689.62	350551.22	1000.0	1000.0	1975999	1489.7937	1489.7931	-1481.7545	350.52588	4.003598	1.5363768	113078.6121006012
495	365744.78	9363.936	381286.9	357160.84	369259.16	6645.323	379802.12	353215.0	1000.0	1000.0	1979999	1491.775	1491.7761	-1483.563	361.18106	3.9944782	1.5827237	113318.7997071743
496	345752.72	25117.994	368698.56	306024.9	385470.8	1672.6377	387849.94	381065.44	1000.0	1000.0	1983999	1494.2817	1494.2832	-1486.4552	362.95544	3.9993165	1.4925122	113559.94605135918
497	354435.1	16264.061	376583.16	331005.06	376746.88	10625.477	384865.4	348000.4	1000.0	1000.0	1987999	1495.1018	1495.101	-1486.7302	368.54028	4.0057917	1.6196438	113801.88942432404
498	378143.06	9985.946	388184.03	361747.9	386938.44	5352.8994	390402.78	371036.9	1000.0	1000.0	1991999	1497.1649	1497.1663	-1489.0205	370.1831	3.9942787	1.5658021	114042.51362848282
499	377728.75	10263.114	389275.7	364580.2	379469.66	8282.251	386605.56	357863.3	1000.0	1000.0	1995999	1499.0231	1499.0216	-1490.7928	380.20847	4.0094123	1.5809268	114282.7052078247
500	378933.06	5609.9976	387715.28	372401.38	383849.75	6501.706	388712.12	368333.62	1000.0	1000.0	1999999	1499.4664	1499.466	-1490.6694	374.83606	3.9942753	1.7308949	114521.75145745277
501	378043.3	5917.807	385555.34	369042.7	382549.84	4617.726	387022.56	372845.66	1000.0	1000.0	2003999	1503.2017	1503.2013	-1494.4585	377.31213	3.9956474	1.7379743	114763.12724304199
502	376795.7	10120.701	386143.62	361717.22	385748.44	2539.4841	388762.72	379523.03	1000.0	1000.0	2007999	1506.1002	1506.1	-1498.0752	376.12744	4.00481	1.5442857	115001.47002530098
503	355424.38	32585.938	385372.4	302005.7	373953.94	26582.963	390958.25	300497.3	1000.0	1000.0	2011999	1508.0231	1508.0233	-1499.3445	382.39575	3.9993453	1.7091829	115243.56490135193
504	383312.44	6278.716	388337.75	372550.12	387186.47	1275.8914	389513.44	385436.88	1000.0	1000.0	2015999	1510.4376	1510.4362	-1501.2567	381.03387	3.9999828	1.8535188	115483.36791968346
505	385336.7	3639.2798	388700.94	379307.3	380975.1	2598.1328	383851.53	375746.66	1000.0	1000.0	2019999	1511.7792	1511.7776	-1503.4552	388.06177	4.0045075	1.6069214	115725.0295329094
506	383912.06	5689.253	390346.75	376009.3	371214.3	37962.26	391698.88	260657.02	1000.0	1000.0	2023999	1513.1768	1513.1776	-1504.5352	393.48676	3.9898453	1.7013545	115968.18418955803
507	381016.25	15416.259	391228.44	354353.2	388092.12	2332.4639	389698.4	381420.97	1000.0	1000.0	2027999	1515.4349	1515.4366	-1506.0883	390.32858	4.007512	1.8863533	116208.90957903862
508	386983.5	1254.7136	388061.34	384892.72	380158.94	9793.973	387488.94	359252.72	1000.0	1000.0	2031999	1518.7308	1518.7301	-1510.4266	394.73535	3.9998229	1.6222664	116451.00790905952
509	383439.8	6400.5127	387743.3	372418.0	388091.8	2313.1458	391450.94	384245.53	1000.0	1000.0	2035999	1521.5208	1521.5201	-1512.7802	397.3521	3.9998071	1.7239485	116694.45746135712
510	385086.22	6642.37	391045.9	374289.4	385366.3	2182.2883	388061.25	379281.38	1000.0	1000.0	2039999	1524.3762	1524.3774	-1515.1418	402.04694	3.9961314	1.8710622	116934.8815677166
511	382915.7	7854.064	389477.6	369504.25	377295.0	13097.501	386358.16	341894.78	1000.0	1000.0	2043999	1527.29	1527.2891	-1518.2572	411.6116	4.003832	1.8228781	117176.80055904388
512	385146.8	4669.268	389143.75	377264.5	377518.0	16889.719	387555.12	339950.78	1000.0	1000.0	2047999	1532.287	1532.2882	-1523.276	413.03427	3.9999478	1.8286918	117419.19037866592
513	377261.44	13995.393	388024.66	353661.56	386640.44	2552.3806	389703.38	380397.78	1000.0	1000.0	2051999	1535.8104	1535.8104	-1527.0837	409.99207	3.998986	1.7485635	117663.04254174232
514	363553.62	41803.066	389313.3	291182.5	386132.72	1685.0557	389265.38	383919.38	1000.0	1000.0	2055999	1538.5154	1538.5164	-1529.549	410.5745	4.000283	1.8341432	117905.0051972866
515	388471.0	3085.8462	391904.34	383497.72	378942.38	12775.788	388296.66	350159.62	1000.0	1000.0	2059999	1542.1287	1542.1285	-1532.5381	420.56693	4.000143	1.9740123	118145.7877175808
516	384324.0	3510.767	390272.4	381499.0	384789.94	10535.121	390320.16	354212.06	1000.0	1000.0	2063999	1544.9794	1544.9783	-1536.6183	427.64185	3.9984324	1.6613442	118386.48462677002
517	386201.62	1557.8025	387677.2	383970.03	383930.22	3657.241	387162.53	374760.25	1000.0	1000.0	2067999	1547.9438	1547.9425	-1538.3998	424.67935	3.9964962	1.9672182	118628.72570037842
518	385140.12	2027.5686	387249.25	382564.62	381001.56	13962.774	389622.53	341113.03	1000.0	1000.0	2071999	1549.7539	1549.7527	-1540.7163	425.83755	3.9974551	1.8211535	118868.69439125061
519	389802.75	1472.2029	391187.72	387457.16	392735.75	1234.4584	394674.1	390485.6	1000.0	1000.0	2075999	1551.9424	1551.9425	-1543.0376	434.81332	4.0053844	1.8181031	119109.99257993698
520	369317.8	19559.65	390450.1	349164.84	385213.9	3974.7095	388416.56	373577.94	1000.0	1000.0	2079999	1555.3922	1555.3914	-1545.9862	441.93585	4.0086093	1.9398282	119350.73064255714
521	375500.22	17089.076	387633.97	346083.6	385530.78	6412.2075	389974.1	366653.44	1000.0	1000.0	2083999	1558.2311	1558.2313	-1549.4625	454.86093	3.990003	1.7808819	119589.18046784401
522	382231.78	6812.1025	389561.84	372859.53	388384.3	1941.2834	391429.34	385677.16	1000.0	1000.0	2087999	1560.3193	1560.3202	-1550.324	442.97803	4.00672	2.095651	119829.26196622849
523	387461.6	892.49634	388658.88	386350.88	383503.47	2057.8943	387296.1	379130.6	1000.0	1000.0	2091999	1563.4121	1563.4108	-1553.7863	446.7675	3.990902	1.9821229	120068.7725880146
524	385946.03	3571.5498	389566.62	381123.16	387524.7	2309.673	389699.47	381061.34	1000.0	1000.0	2095999	1566.0789	1566.0787	-1556.5015	449.4385	4.001944	1.9865464	120311.55812978745
525	378575.28	14513.884	388206.1	353498.06	390289.56	361.87054	390864.12	389708.0	1000.0	1000.0	2099999	1567.8661	1567.8667	-1558.612	458.27655	4.0022573	1.9051124	120552.92939472198
526	384861.16	3703.57	389138.9	379981.62	378812.88	14835.25	388800.1	347085.84	1000.0	1000.0	2103999	1569.9023	1569.9012	-1560.0188	461.79642	4.00233	2.0533006	120793.55266308784
527	368038.56	18447.22	386848.78	348341.6	385553.47	2308.5059	388547.62	379251.16	1000.0	1000.0	2107999	1571.1163	1571.1167	-1561.6864	452.69565	4.0026546	1.9495279	121032.53886628151
528	378199.75	18235.031	390044.84	346651.2	384446.44	13317.983	391822.5	346818.72	1000.0	1000.0	2111999	1573.3574	1573.3568	-1563.7853	458.5483	3.9901798	1.9855685	121268.52841997147
529	378582.25	16997.19	390936.3	349270.72	385858.56	2057.0337	387726.8	379952.3	1000.0	1000.0	2115999	1575.0354	1575.037	-1565.5848	460.06174	4.0112996	1.9563448	121504.11147093773
530	389426.12	1507.7617	391423.53	387680.84	386861.22	5634.1157	390614.0	373904.84	1000.0	1000.0	2119999	1576.3263	1576.323	-1566.9185	457.50806	3.9925444	1.9338413	121742.0231552124
531	380456.94	7091.019	387028.22	369856.6	382368.12	5954.5044	387800.75	371935.3	1000.0	1000.0	2123999	1577.9391	1577.9408	-1568.4047	455.87357	3.9943779	1.9560605	121976.53206038475
532	387837.9	2029.5833	390708.3	385738.62	389336.44	2446.135	391886.56	383834.06	1000.0	1000.0	2127999	1578.2992	1578.2975	-1568.9342	464.07013	4.010329	1.9167305	122214.97125148773
533	379062.97	11355.55	388271.66	359632.94	381542.94	8846.357	386552.03	355779.28	1000.0	1000.0	2131999	1578.7429	1578.744	-1569.5544	463.24963	3.993903	1.8702793	122449.62969374657
534	387420.28	2061.386	389827.28	385355.25	390793.25	2483.8025	393188.34	383649.12	1000.0	1000.0	2135999	1580.9711	1580.9705	-1571.3087	466.25397	4.0003605	1.9884051	122687.06515932083
535	389250.9	2045.897	391324.34	386790.28	386617.84	5953.509	392311.25	374934.78	1000.0	1000.0	2139999	1583.6395	1583.6392	-1574.7125	466.05994	3.9948847	1.8175715	122922.74657773972
536	387898.34	2004.2772	390472.75	385711.5	392201.53	785.17706	393627.03	390979.7	1000.0	1000.0	2143999	1585.7288	1585.7286	-1576.154	470.956	4.0084367	1.9828533	123157.97912740707
537	380500.7	14865.588	391593.1	354898.12	387285.9	1836.6616	391348.2	385315.16	1000.0	1000.0	2147999	1587.5377	1587.5372	-1577.9237	473.42508	3.9939003	1.990007	123395.12243938446
538	389635.44	1575.9917	391538.3	387402.88	393665.16	1074.8016	394810.44	391110.4	1000.0	1000.0	2151999	1589.3168	1589.3184	-1580.1229	468.29935	4.003218	1.8771983	123630.85237050056
539	382855.8	12432.363	390696.25	361348.3	390769.94	261.9185	391287.66	390408.66	1000.0	1000.0	2155999	1590.3474	1590.346	-1580.9825	473.56537	4.001741	1.9190788	123867.45256114006
540	379706.2	16351.3125	390013.0	351436.12	389376.06	8250.814	393955.28	364934.88	1000.0	1000.0	2159999	1592.7064	1592.7081	-1583.1317	473.69308	3.9968803	1.9674479	124103.43506717682
541	385342.78	7420.3096	393425.4	373231.25	389957.8	667.12756	391531.8	389049.34	1000.0	1000.0	2163999	1594.3163	1594.3162	-1584.2325	476.1581	4.002026	2.1106927	124337.87692952156
542	389716.3	1815.2954	391915.16	387818.7	390045.6	1309.5491	391799.75	387560.78	1000.0	1000.0	2167999	1596.7933	1596.7916	-1587.1896	468.0265	3.9962144	2.0070696	124573.94868659973
543	381756.6	11166.949	391446.84	362745.62	389794.97	1233.4084	392239.5	388258.3	1000.0	1000.0	2171999	1598.3981	1598.3989	-1589.8887	471.5896	4.0076456	1.7115542	124807.76774764061
544	391461.9	1475.2177	393100.28	389070.1	372035.47	50412.84	392135.62	221022.73	1000.0	1000.0	2175999	1600.6097	1600.6083	-1590.2427	470.065	3.9972162	2.1857405	125044.82053208351
545	388200.9	1533.3418	390564.7	386839.38	377985.3	30629.832	390570.25	286170.97	1000.0	1000.0	2179999	1603.1261	1603.1262	-1594.3434	471.22742	3.9914317	1.789771	125282.22515559196
546	388735.03	1560.1251	390747.53	386879.16	394465.7	975.1581	395639.12	392170.53	1000.0	1000.0	2183999	1604.2283	1604.2274	-1594.7188	469.4858	4.0077763	1.9746964	125517.05340909958
547	390112.3	1412.8672	392264.47	388774.72	389586.72	2120.0735	391952.22	383832.8	1000.0	1000.0	2187999	1607.2367	1607.2374	-1598.1998	468.35306	3.9986606	1.8513094	125751.26965808868
548	388795.94	2495.0996	391447.12	385976.06	381905.3	6859.0938	387673.03	362011.78	1000.0	1000.0	2191999	1608.9408	1608.9382	-1599.3381	480.37906	3.9984462	1.9918042	125988.85689258575
549	388746.47	1147.5387	390008.94	386906.75	387774.0	1986.5992	389270.78	382412.72	1000.0	1000.0	2195999	1609.696	1609.6982	-1600.543	467.47134	4.001479	1.8763329	126223.31204891205
550	387427.3	1697.9387	389700.56	385094.6	386945.8	1033.6074	388993.66	385847.66	1000.0	1000.0	2199999	1612.6232	1612.6221	-1603.6677	464.16824	4.00346	1.8511201	126458.9429321289
