Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	$\alpha$	Time
695	392389.25	863.9985	393872.5	391713.75	392735.0	539.83154	393677.84	391831.38	1000.0	1000.0	2779999	1861.798	1861.7971	-1856.7897	173.25278	2.949753	1.2394377	160075.97625613213
696	392061.06	282.78006	392345.9	391752.8	393307.62	506.05026	393935.94	392421.28	1000.0	1000.0	2783999	1860.0228	1860.0225	-1855.5767	168.51944	2.9295654	1.0562353	160314.74207806587
697	390826.84	2287.7424	392544.72	386952.1	392081.6	527.55133	392651.06	391261.5	1000.0	1000.0	2787999	1858.2954	1858.2955	-1853.2316	170.70549	2.9041996	1.2586013	160552.75512123108
698	365917.88	41753.992	392432.78	293741.53	394190.44	836.84644	395512.7	392696.53	1000.0	1000.0	2791999	1856.1827	1856.1833	-1851.3168	170.80719	2.9472134	1.1736114	160791.0796339512
699	384841.0	9865.471	394207.97	370253.84	380336.3	24567.11	393482.94	329864.44	1000.0	1000.0	2795999	1855.8585	1855.8567	-1851.1345	169.0393	2.9780622	1.1447008	161028.89389133453
700	388433.38	7822.3877	393455.94	374897.1	362997.5	84220.64	394311.3	110691.69	1000.0	1000.0	2799999	1856.2261	1856.2257	-1851.343	169.32072	3.0006754	1.1945348	161266.49181199074
701	392702.8	362.4865	393175.34	392164.0	392978.94	316.97232	393557.72	392572.34	1000.0	1000.0	2803999	1856.5194	1856.519	-1851.725	170.69662	3.0188358	1.1558365	161502.59234833717
702	301242.6	116070.47	392138.66	108261.29	383101.56	34504.78	395258.53	279594.97	1000.0	1000.0	2807999	1855.829	1855.8285	-1851.1398	175.07619	2.9820845	1.1113662	161739.35130643845
703	393125.16	1068.5886	394663.28	391811.25	393372.3	491.83932	394007.88	392302.66	1000.0	1000.0	2811999	1855.0701	1855.0697	-1849.9373	181.98572	3.001895	1.2503895	161974.18599390984
704	385185.94	11347.352	391817.34	365532.22	394353.84	230.71727	394788.84	394023.53	1000.0	1000.0	2815999	1853.7477	1853.7488	-1849.2826	181.74062	2.9773731	1.0597779	162210.40112781525
705	391623.7	4069.9487	394820.88	384645.62	357488.66	82238.1	394965.6	118062.33	1000.0	1000.0	2819999	1854.8364	1854.836	-1850.1924	181.90228	3.0012772	1.1133922	162446.4924709797
706	368026.53	43870.36	394380.47	292063.9	394289.84	283.83945	394891.62	393814.5	1000.0	1000.0	2823999	1854.3107	1854.3096	-1849.6473	182.04532	3.0096736	1.1229159	162680.34857177734
707	392873.8	338.09937	393429.47	392526.06	393908.72	245.5202	394303.16	393424.06	1000.0	1000.0	2827999	1855.1263	1855.1266	-1850.5907	185.13887	3.00371	1.0721484	162916.06830525398
708	377579.97	14403.585	392380.97	362991.38	378477.53	34291.07	393581.1	279920.47	1000.0	1000.0	2831999	1854.4408	1854.4391	-1849.6918	192.27664	3.0430222	1.1286217	163151.0895934105
709	392792.2	1530.0367	394011.75	390180.53	392051.66	3577.3687	394177.38	381445.0	1000.0	1000.0	2835999	1855.8699	1855.8685	-1851.4263	192.99706	3.012041	1.0440828	163385.17232608795
710	389567.72	5654.3345	393978.88	379859.7	394557.66	867.5015	395276.53	392150.56	1000.0	1000.0	2839999	1855.4088	1855.4103	-1850.4281	189.8182	2.9986348	1.2053857	163617.32088136673
711	393410.62	404.19553	393830.78	392793.9	394768.94	342.25385	395339.56	394320.06	1000.0	1000.0	2843999	1856.4779	1856.4779	-1851.8702	192.65868	3.034326	1.0878437	163850.09820222855
712	393063.03	276.6581	393488.7	392713.7	394306.12	431.35886	394834.72	393371.44	1000.0	1000.0	2847999	1856.8064	1856.807	-1852.1267	194.28296	3.0041072	1.120159	164080.18991470337
713	392396.22	379.06818	393030.62	392072.84	393299.06	589.8173	394321.6	392025.5	1000.0	1000.0	2851999	1855.1278	1855.1273	-1850.4806	190.64372	2.9702568	1.0930232	164309.02793431282
714	392016.75	457.97476	392440.34	391315.06	391793.12	1392.8867	393436.3	389363.03	1000.0	1000.0	2855999	1855.3419	1855.3424	-1850.6345	187.00284	2.9707627	1.1429383	164540.83428144455
715	385010.5	13699.172	393336.3	361287.53	394373.94	344.8996	395156.94	393901.12	1000.0	1000.0	2859999	1854.9725	1854.9707	-1850.134	183.92308	2.9758382	1.1799397	164770.1560063362
716	393970.62	587.63043	394898.4	393305.72	394339.9	670.2877	395092.38	392727.06	1000.0	1000.0	2863999	1854.8845	1854.8833	-1850.3589	185.2592	3.0359957	1.0818876	165000.55605268478
717	393123.4	591.5435	393734.97	392343.72	395308.28	336.73068	395893.03	394706.66	1000.0	1000.0	2867999	1855.7095	1855.7092	-1851.1527	181.62206	3.0515463	1.0949378	165232.58686089516
718	393618.44	856.91406	394410.5	392178.47	395077.4	666.7313	396234.03	394051.25	1000.0	1000.0	2871999	1857.7142	1857.7139	-1853.4303	179.65393	3.077264	0.9785485	165464.96897220612
719	395166.03	1142.5485	396999.28	393909.5	395380.2	233.05527	395699.47	395036.88	1000.0	1000.0	2875999	1858.8212	1858.8207	-1854.1238	180.71945	3.06621	1.1265999	165698.03362822533
720	378708.22	26834.352	394537.38	332232.62	392458.4	8098.6245	396178.53	368280.2	1000.0	1000.0	2879999	1861.1478	1861.1477	-1856.5537	173.99965	3.0947876	1.1385369	165929.90066885948
721	393351.4	713.70374	394227.34	392453.8	394016.6	670.06433	394909.88	392847.84	1000.0	1000.0	2883999	1862.732	1862.7322	-1858.1085	180.87419	3.0106838	1.1152405	166159.83949136734
722	389466.25	7223.6177	393894.66	376957.8	393978.7	490.936	394831.53	392945.94	1000.0	1000.0	2887999	1862.2815	1862.2792	-1857.3556	184.65688	2.9738915	1.2069024	166392.47046208382
723	393234.38	444.06406	393648.53	392500.12	394033.2	359.99905	394533.0	393174.16	1000.0	1000.0	2891999	1859.5938	1859.5925	-1854.8563	183.38377	2.9750636	1.135805	166624.85396432877
724	392863.88	553.71295	393517.66	392054.78	365404.44	87512.734	395183.22	102869.51	1000.0	1000.0	2895999	1858.4141	1858.4133	-1853.805	183.61362	2.9995317	1.0812722	166855.2098927498
725	393344.47	482.91168	394035.66	392671.72	394523.38	374.54596	394995.78	393651.3	1000.0	1000.0	2899999	1857.598	1857.5978	-1852.672	184.09456	2.9335613	1.2199775	167087.64779782295
726	393016.28	562.3405	393669.22	392126.1	395024.5	375.01572	395589.9	394370.78	1000.0	1000.0	2903999	1857.7277	1857.7262	-1853.3629	180.7711	3.0119517	1.0460151	167319.56021881104
727	394167.0	724.4555	395056.28	393134.03	395968.25	279.0792	396410.8	395446.72	1000.0	1000.0	2907999	1858.3439	1858.3429	-1853.8975	179.71388	3.0050628	1.051551	167551.60106396675
728	394632.84	995.9691	395438.28	392953.88	393271.2	6861.269	396550.72	372739.16	1000.0	1000.0	2911999	1858.8018	1858.8009	-1853.9419	175.87555	3.0202353	1.1892788	167786.22318148613
729	351291.34	74435.25	394483.47	222366.17	394297.4	2543.933	395560.16	386706.8	1000.0	1000.0	2915999	1858.4067	1858.4075	-1853.8292	177.01222	2.9701054	1.1079099	168022.9651479721
730	388061.56	11274.29	394772.9	368535.62	394883.9	600.23645	396156.53	393768.06	1000.0	1000.0	2919999	1857.2645	1857.2631	-1852.1875	173.79224	2.9976957	1.2612637	168260.5371427536
731	393246.7	1133.9927	394557.56	391467.12	395679.53	280.2894	396041.72	395075.53	1000.0	1000.0	2923999	1857.0127	1857.0118	-1852.4595	177.35039	2.980198	1.0731374	168498.13952493668
732	394371.12	746.9786	395182.78	393339.28	395159.62	483.6171	395926.0	394261.3	1000.0	1000.0	2927999	1857.1298	1857.1294	-1852.3607	170.69762	3.0043526	1.1627393	168733.6474585533
733	393860.62	440.42273	394586.56	393400.34	363333.3	91069.195	397503.06	91049.98	1000.0	1000.0	2931999	1856.3218	1856.3204	-1851.638	174.83578	2.9733574	1.1221223	168970.9350707531
734	394956.06	1019.7482	396272.38	393412.2	394783.3	6844.162	398762.8	374374.6	1000.0	1000.0	2935999	1856.8312	1856.8301	-1852.0331	174.95247	2.9962115	1.1657048	169207.13806653023
735	394226.5	393.6894	394728.94	393692.56	395562.4	410.1485	396438.5	394901.62	1000.0	1000.0	2939999	1856.6786	1856.6786	-1851.8179	175.39368	3.0505977	1.1900994	169442.43375086784
736	394253.75	373.96793	394623.22	393704.78	395515.72	362.32437	396103.9	394847.6	1000.0	1000.0	2943999	1858.1941	1858.194	-1853.561	173.20677	3.0330772	1.1183126	169673.07179403305
737	390711.34	4734.8677	393738.8	382520.84	391672.8	8730.474	395548.25	365549.9	1000.0	1000.0	2947999	1858.4758	1858.4755	-1853.8453	169.47325	3.0013459	1.1135389	169903.33698940277
738	393363.78	1069.209	394897.97	392158.44	393827.3	3842.4292	395567.4	382336.9	1000.0	1000.0	2951999	1858.2632	1858.262	-1853.4695	168.85356	2.975939	1.1575661	170130.6700348854
739	393219.97	683.38885	393913.72	392108.0	394998.4	209.63882	395282.66	394590.5	1000.0	1000.0	2955999	1858.2244	1858.2236	-1853.1943	174.64514	2.9986768	1.2464495	170362.22483491898
740	376620.12	30573.27	394522.3	323667.5	395158.84	763.50244	395956.38	393249.62	1000.0	1000.0	2959999	1857.4971	1857.4974	-1852.46	174.94524	2.9965425	1.2373071	170591.1271622181
741	393523.47	531.88367	394162.75	392837.28	365484.47	87903.93	395417.22	101774.01	1000.0	1000.0	2963999	1857.6438	1857.6437	-1853.1738	181.9121	3.000774	1.056779	170822.57597208023
742	393524.3	735.47473	394625.47	392553.78	395599.22	389.47406	396266.78	395093.72	1000.0	1000.0	2967999	1856.3951	1856.394	-1851.8015	190.44012	2.9652944	1.0936248	171053.95886564255
743	393591.25	296.58353	394055.84	393266.97	393961.16	514.09686	395053.2	393298.72	1000.0	1000.0	2971999	1856.4274	1856.427	-1851.2476	181.21553	2.9611943	1.2818877	171281.39966869354
744	394729.75	580.4887	395496.7	393907.6	395686.7	296.36365	396193.16	395203.12	1000.0	1000.0	2975999	1857.7188	1857.719	-1853.215	174.53632	3.010074	1.0823655	171513.21647810936
745	391351.62	4954.7393	395295.22	382858.47	395205.94	274.93668	395577.97	394716.56	1000.0	1000.0	2979999	1858.6812	1858.6812	-1853.989	173.66618	3.015403	1.131469	171744.8843381405
746	394235.5	245.99542	394612.94	393974.66	395431.0	221.46802	395887.1	395091.78	1000.0	1000.0	2983999	1858.5342	1858.5325	-1853.9105	167.76324	2.9885297	1.1033682	171975.6337826252
747	394232.5	1014.10675	395648.1	392780.97	395045.7	495.57465	395783.62	394273.9	1000.0	1000.0	2987999	1858.3787	1858.3776	-1853.8497	174.14734	2.9975567	1.0881861	172205.37794303894
748	395025.75	380.25827	395630.25	394639.72	396590.56	295.9881	397026.22	396064.78	1000.0	1000.0	2991999	1860.8059	1860.804	-1856.1835	169.50987	3.0347834	1.1186858	172435.9672355652
749	394414.84	443.65533	395105.25	393998.12	395383.4	550.791	396461.88	394332.28	1000.0	1000.0	2995999	1862.261	1862.2601	-1857.4673	171.44827	3.019446	1.1706226	172667.23448562622
750	394435.2	550.6228	395112.47	393578.75	395937.2	596.16345	397219.97	395253.28	1000.0	1000.0	2999999	1862.9272	1862.9279	-1858.2958	168.42183	2.9910607	1.1281291	172899.53310108185
