Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	alpha	Time
425	327362.97	4975.679	333419.75	321911.2	329945.28	13495.012	344462.06	301455.88	1000.0	1000.0	1699999	1216.8063	1216.8058	-1205.6932	469.34116	4.003398	2.082934	100462.94489192963
426	332777.0	2323.134	335816.62	329555.6	318166.2	44191.91	343568.5	186470.47	1000.0	1000.0	1703999	1219.8042	1219.8022	-1209.1062	457.9168	4.0020075	1.9826088	100700.0261232853
427	324021.06	7637.075	334796.56	313267.94	330928.5	7122.128	337075.5	310206.44	1000.0	1000.0	1707999	1221.8676	1221.8676	-1210.9711	452.61807	3.9938266	2.0466542	100937.86329746246
428	330956.34	2652.1023	333967.84	326690.5	319116.1	8919.115	329659.8	301137.7	1000.0	1000.0	1711999	1223.6145	1223.6125	-1212.9155	445.89157	4.0022845	1.9854788	101175.16283249855
429	320502.62	7393.761	329681.78	310711.3	327483.88	4631.2954	338546.9	323041.7	1000.0	1000.0	1715999	1226.0817	1226.0825	-1215.3389	448.0428	4.0001893	2.015811	101413.27221775055
430	311920.56	13196.943	323894.6	290396.44	329382.4	16280.924	347600.5	285204.97	1000.0	1000.0	1719999	1228.9935	1228.9932	-1218.3304	455.54593	4.0007367	1.9804081	101651.86555719376
431	305367.34	27996.943	325109.16	257156.45	328896.06	7609.532	337631.44	312390.78	1000.0	1000.0	1723999	1229.8052	1229.8031	-1219.2968	459.97888	3.9998395	1.9331816	101890.68565678596
432	326259.7	4969.864	332575.9	318807.8	327359.56	5144.0815	336029.1	315766.47	1000.0	1000.0	1727999	1230.5507	1230.55	-1219.6057	448.58917	3.9997997	2.0485358	102129.93628144264
433	324796.38	4229.0474	330595.22	319086.84	331399.6	6068.3203	339195.9	320092.5	1000.0	1000.0	1731999	1231.5824	1231.582	-1220.8462	446.8261	4.001285	1.9971367	102370.80195307732
434	310641.88	16532.377	323979.9	282643.4	330051.4	5143.994	338666.66	322772.72	1000.0	1000.0	1735999	1234.1317	1234.1322	-1223.9723	451.82846	4.004527	1.855604	102609.4623541832
435	325979.72	3130.2441	330339.6	322249.94	335259.8	9575.413	344042.7	309155.78	1000.0	1000.0	1739999	1235.8771	1235.8777	-1224.7395	451.01218	3.9996874	2.1090982	102848.56916213036
436	319737.62	8603.467	330722.7	307606.22	323363.53	14956.648	338569.53	288045.75	1000.0	1000.0	1743999	1238.5385	1238.5338	-1228.1105	447.08255	3.9979594	1.9364256	103087.54232406616
437	321626.8	7005.412	328959.28	310962.1	327032.7	6312.9424	340091.7	318482.5	1000.0	1000.0	1747999	1241.2511	1241.2524	-1230.0465	457.39667	3.9993706	2.1236572	103325.36887145042
438	331312.2	5309.1636	340202.75	326151.75	334732.7	5806.192	344553.78	324810.66	1000.0	1000.0	1751999	1242.7152	1242.7136	-1232.0779	461.86472	3.99581	1.9658628	103560.7572965622
439	321390.66	21164.684	338266.88	285632.44	333676.78	9855.419	343883.22	307570.75	1000.0	1000.0	1755999	1244.624	1244.6248	-1233.5028	447.44324	4.004983	2.100244	103798.6250538826
440	322662.47	5063.821	327714.6	314342.0	331731.8	11483.279	345451.5	304958.0	1000.0	1000.0	1759999	1245.5018	1245.5005	-1234.6262	446.87704	3.9933126	2.0295947	104031.86033987999
441	329043.12	4964.589	336440.44	324008.1	331456.7	5479.455	338909.38	319388.3	1000.0	1000.0	1763999	1245.6918	1245.6898	-1235.0975	444.31583	4.0016017	1.97263	104267.11876773834
442	333203.88	10139.637	342796.16	316156.84	331914.56	13942.308	356406.8	304965.16	1000.0	1000.0	1767999	1248.4376	1248.4379	-1237.3379	439.71948	4.000942	2.0912862	104502.29715943336
443	322696.2	3583.909	327226.16	317216.56	331345.9	7189.4907	339084.84	311489.2	1000.0	1000.0	1771999	1249.1875	1249.187	-1238.3982	442.36417	3.9980326	2.0172966	104737.8052289486
444	333013.44	7628.951	344949.75	324080.44	322749.38	24876.607	342382.5	256665.95	1000.0	1000.0	1775999	1252.1904	1252.1896	-1241.1881	436.19797	3.9982822	2.070404	104973.08076024055
445	306455.0	20111.03	329481.9	277130.8	330368.7	12860.515	346329.78	299295.53	1000.0	1000.0	1779999	1253.8408	1253.8402	-1243.4103	436.24045	4.0048714	1.9319148	105209.45821356773
446	327216.3	19792.475	340612.88	293000.66	324062.38	9859.904	336952.25	309662.8	1000.0	1000.0	1783999	1256.1042	1256.1052	-1245.22	426.18903	3.9989586	2.0517159	105442.55517482758
447	322914.06	11449.527	333613.8	305357.3	336320.38	4027.6243	341819.38	330652.1	1000.0	1000.0	1787999	1256.3119	1256.311	-1245.7603	433.75974	4.0031023	1.9599575	105676.2746078968
448	332023.16	2371.693	334671.97	328746.47	335255.03	11597.249	347957.62	313898.1	1000.0	1000.0	1791999	1258.323	1258.3207	-1247.3644	433.38535	3.9990919	2.0628667	105909.84037804604
449	327273.75	6198.373	335782.1	318783.06	335114.94	9080.273	349982.4	319528.12	1000.0	1000.0	1795999	1259.5171	1259.5165	-1249.0385	432.559	3.9957833	1.9462864	106144.26818060875
450	324458.3	5347.627	328319.56	315340.44	334909.84	5858.949	341458.06	320134.94	1000.0	1000.0	1799999	1262.3395	1262.339	-1251.3822	425.06183	4.00305	2.0690928	106379.86279034615
451	320153.66	5804.2104	330145.2	315889.88	332094.2	11733.136	344399.5	305423.44	1000.0	1000.0	1803999	1264.3096	1264.3107	-1253.8877	423.52414	3.9972837	1.9475589	106614.47547054291
452	323939.03	8425.58	338022.6	316183.9	335146.3	6964.562	347937.5	326298.03	1000.0	1000.0	1807999	1267.1471	1267.1454	-1256.8893	419.85437	3.9995568	1.9104942	106849.95583176613
453	325877.3	6529.718	335486.47	317147.47	340994.7	9254.635	350995.7	317842.8	1000.0	1000.0	1811999	1269.6604	1269.659	-1258.9874	422.65112	3.9940517	2.00064	107086.3184018135
454	330315.97	14696.397	341750.3	305094.06	330583.53	18903.756	343823.0	275066.38	1000.0	1000.0	1815999	1270.6938	1270.6926	-1259.9312	416.4085	4.001967	2.0284812	107322.87225937843
455	326975.2	12439.784	339775.97	308245.2	334114.9	8333.1045	344788.88	320632.9	1000.0	1000.0	1819999	1272.5908	1272.592	-1262.6293	424.00635	4.0027514	1.8135232	107557.33073115349
456	318765.72	15212.174	338714.2	297209.75	332270.5	7242.971	341189.06	320228.8	1000.0	1000.0	1823999	1273.8248	1273.8218	-1262.8999	417.27414	4.000323	2.0584996	107793.74830341339
457	329701.28	7541.8457	337754.12	320153.9	337125.0	8460.312	344637.66	316817.06	1000.0	1000.0	1827999	1274.3905	1274.3896	-1264.3385	415.81424	4.003188	1.842424	108028.0765812397
458	332960.22	8200.844	345515.2	324129.0	319500.78	41918.273	343092.56	198362.17	1000.0	1000.0	1831999	1277.1133	1277.1138	-1266.6854	411.04413	3.9990976	1.9628295	108261.42784285545
459	334047.44	6424.2573	345061.2	329453.1	343045.16	4800.7495	351987.3	335975.12	1000.0	1000.0	1835999	1279.5612	1279.5588	-1269.402	406.50912	4.0019836	1.8759322	108496.46029019356
460	320104.38	25619.322	342728.97	277639.9	337098.2	5399.539	344218.12	324874.25	1000.0	1000.0	1839999	1281.6869	1281.687	-1270.464	407.27695	4.0012093	2.1482816	108730.51284337044
461	334357.8	4824.928	340488.34	328517.25	335036.97	14361.492	345352.34	293184.6	1000.0	1000.0	1843999	1283.1448	1283.1428	-1272.6422	411.80875	3.9989386	1.9663982	108964.81825971603
462	328628.2	7485.538	335922.06	316217.56	339285.94	5628.197	348707.2	330016.1	1000.0	1000.0	1847999	1286.8186	1286.8197	-1275.5482	413.90686	3.9988914	2.1732328	109199.1871266365
463	328460.3	10977.978	341879.28	312904.88	339029.7	7643.1064	346260.25	323205.78	1000.0	1000.0	1851999	1287.7032	1287.703	-1277.3492	417.28638	4.0002604	1.9347181	109432.2347548008
464	336722.5	6531.4746	344179.56	329658.22	341179.47	14491.226	349407.03	298382.34	1000.0	1000.0	1855999	1289.9847	1289.984	-1279.632	414.13956	3.9997633	1.9344058	109666.76623940468
465	321825.78	11824.077	332187.6	302608.72	343940.1	11348.079	362099.5	322516.56	1000.0	1000.0	1859999	1291.4547	1291.4525	-1280.7249	411.45914	3.9975936	2.0168502	109903.54544663429
466	331116.84	4148.6562	335562.78	325708.72	330901.3	13269.735	342868.84	300926.3	1000.0	1000.0	1863999	1292.9326	1292.9326	-1281.9995	416.0612	4.0020437	2.0734699	110137.83562374115
467	331081.0	5233.852	337349.44	325091.4	324808.3	12827.337	342366.97	297676.66	1000.0	1000.0	1867999	1295.4	1295.4023	-1285.237	413.54025	3.9976544	1.8959593	110370.80750346184
468	324484.75	7979.174	333478.1	314412.3	338227.16	2700.3286	342755.5	334436.5	1000.0	1000.0	1871999	1297.176	1297.1749	-1286.7546	417.18872	3.999379	1.9513005	110603.69776129723
469	336957.66	4726.931	343290.12	330174.16	333443.7	7944.1064	341826.56	317250.72	1000.0	1000.0	1875999	1298.5012	1298.5002	-1287.4376	410.90433	4.0016456	2.1127884	110837.55298089981
470	302088.97	47875.594	337314.22	220007.12	338751.97	7091.8867	346033.03	321294.2	1000.0	1000.0	1879999	1300.577	1300.5779	-1290.2627	405.66248	4.0033603	1.9373161	111070.30597400665
471	318643.0	23740.918	338542.3	278641.9	334959.8	12333.482	347958.62	305794.53	1000.0	1000.0	1883999	1301.7653	1301.764	-1291.769	410.8058	4.0088243	1.8438209	111304.01790046692
472	336404.7	7089.073	345033.47	326855.2	331749.38	14252.4375	344031.7	299451.47	1000.0	1000.0	1887999	1304.3417	1304.34	-1293.6516	407.28192	3.991523	2.0357585	111535.86965966225
473	335818.47	5651.75	340536.38	326557.62	337708.2	5189.9707	346510.22	329287.38	1000.0	1000.0	1891999	1305.4523	1305.4541	-1294.8602	418.347	3.9972885	1.9837097	111767.31821966171
474	312696.38	26278.734	330784.9	267297.9	334651.53	3475.5537	341467.4	328711.88	1000.0	1000.0	1895999	1306.3489	1306.3474	-1295.8419	418.2426	4.000406	1.9646955	111998.68998646736
475	334301.38	6514.305	341007.28	324491.16	338712.3	5844.2744	346588.56	328508.72	1000.0	1000.0	1899999	1307.7014	1307.7014	-1296.7736	417.6375	3.9998686	2.0733466	112233.59539747238
476	329325.94	7588.6025	338436.22	319308.4	339313.53	2804.427	343389.53	334440.06	1000.0	1000.0	1903999	1308.5343	1308.5331	-1297.6622	408.9093	4.003639	2.0700421	112470.35385346413
477	322354.75	19759.701	343318.0	294952.06	323367.3	16681.617	346055.72	295240.1	1000.0	1000.0	1907999	1311.0369	1311.0369	-1300.835	409.18707	3.9917276	1.9014895	112708.85184597969
478	337381.9	3150.0432	341631.28	334164.03	339429.72	8719.937	358142.47	327445.34	1000.0	1000.0	1911999	1311.9198	1311.9202	-1301.4935	412.00244	3.9963229	1.9408838	112946.98775291443
479	331988.38	7683.3013	339937.47	319347.06	334548.28	11798.709	346850.62	314947.16	1000.0	1000.0	1915999	1312.7228	1312.7223	-1301.8451	414.1457	4.003559	2.063018	113187.270134449
480	328277.12	5145.561	334532.88	322987.03	329367.3	20668.334	354051.8	289995.97	1000.0	1000.0	1919999	1312.3206	1312.3197	-1301.6041	413.40018	4.0022793	2.0236192	113426.73935699463
481	328833.5	10382.729	338984.03	311505.88	338214.84	3862.3252	344716.6	331596.72	1000.0	1000.0	1923999	1314.9774	1314.9792	-1304.6344	415.1628	3.9889479	1.9467119	113667.39891505241
482	338112.7	3074.6145	343032.97	334583.7	343104.88	9223.311	353207.78	319790.25	1000.0	1000.0	1927999	1317.8625	1317.8606	-1307.3658	417.27438	4.0227594	1.9843537	113909.69507360458
483	337091.2	5886.3394	345004.38	328712.44	321802.47	25596.992	345416.28	264823.9	1000.0	1000.0	1931999	1318.1432	1318.1428	-1307.2649	415.4555	3.989694	2.0672257	114151.23372983932
484	333485.12	3492.436	338556.62	329683.3	329336.3	10410.562	341783.5	301743.9	1000.0	1000.0	1935999	1319.3262	1319.3262	-1309.0243	416.9918	4.001779	1.9127694	114391.33515906334
485	328351.56	16581.488	343900.44	302246.5	336706.88	13503.043	345545.6	298281.7	1000.0	1000.0	1939999	1319.4006	1319.3994	-1308.7347	411.65942	3.9929779	2.0053556	114632.39791750908
486	311856.88	34865.96	337095.5	252577.58	335606.47	13577.903	346751.3	303100.22	1000.0	1000.0	1943999	1320.0613	1320.0631	-1309.8124	419.54495	3.9992163	1.895721	114873.44813251495
487	330916.7	10479.885	341957.1	314778.28	336308.78	9858.874	346460.1	313336.28	1000.0	1000.0	1947999	1321.4086	1321.409	-1310.7249	427.68683	4.0040145	2.022713	115113.37362837791
488	324155.47	19664.143	341523.84	292022.88	345198.8	4357.685	352783.2	338172.97	1000.0	1000.0	1951999	1323.9402	1323.9392	-1313.2776	414.58	4.0009627	2.0117743	115354.45732927322
489	337700.8	3927.726	343419.4	332839.7	299362.8	71579.52	345362.8	99046.56	1000.0	1000.0	1955999	1324.6058	1324.6045	-1315.12	416.12378	4.001085	1.7212564	115595.84885931015
490	325912.44	16047.931	336873.62	298359.8	342362.44	10447.53	352480.6	313728.88	1000.0	1000.0	1959999	1326.517	1326.5173	-1315.3705	417.2565	3.9970455	2.1261933	115834.72335124016
491	333203.66	10620.014	343051.5	315625.12	339363.44	7814.269	352291.53	329038.25	1000.0	1000.0	1963999	1327.6332	1327.6333	-1316.4957	415.20737	4.0050693	2.120296	116069.56765556335
492	331880.8	4919.683	339952.1	326637.75	312100.7	51292.895	337349.0	163082.48	1000.0	1000.0	1967999	1327.4478	1327.4478	-1316.7892	414.26245	3.9950671	2.0101843	116303.24081039429
493	329314.3	5583.0806	334683.0	320075.6	342689.3	2471.7937	345908.75	337887.75	1000.0	1000.0	1971999	1328.8314	1328.8289	-1318.1853	413.93338	3.9984035	1.9969827	116534.85166287422
494	324647.47	11784.366	337529.28	310101.72	344928.0	8176.6016	351910.56	322168.75	1000.0	1000.0	1975999	1328.7041	1328.706	-1318.0656	413.0622	3.999991	1.9962394	116767.0144264698
495	346655.7	8003.539	354454.9	333269.8	341692.4	4452.877	349537.88	333817.62	1000.0	1000.0	1979999	1329.4558	1329.4567	-1319.0992	410.69086	4.0080156	1.9304875	117002.30131840706
496	342045.3	4873.278	349591.47	335969.5	341920.03	10931.129	350335.6	310047.62	1000.0	1000.0	1983999	1331.1559	1331.1547	-1320.4167	409.42783	3.9948506	2.0310354	117236.10969805717
497	334511.6	6350.393	340634.34	323884.38	334334.5	16050.587	355892.53	306229.47	1000.0	1000.0	1987999	1331.4832	1331.4834	-1321.1771	417.60907	3.9959078	1.9015416	117468.06966090202
498	343518.7	4578.1514	348173.12	338414.6	343884.12	2057.4897	346402.06	340852.38	1000.0	1000.0	1991999	1333.0106	1333.0066	-1323.0741	411.12997	4.004265	1.8287766	117701.64651226997
499	305209.34	40567.12	336550.66	235925.88	339674.66	7374.8994	347461.97	320148.84	1000.0	1000.0	1995999	1334.2806	1334.2802	-1323.8982	411.60626	3.997744	1.9424986	117932.76047039032
500	330426.56	18060.768	347021.7	299930.78	342469.7	15039.198	357851.06	300355.56	1000.0	1000.0	1999999	1335.6577	1335.6594	-1326.1615	408.62994	3.9974084	1.7349724	118167.04102110863
501	330290.53	15681.9795	347590.9	305941.22	336981.2	4079.6768	345775.7	331767.8	1000.0	1000.0	2003999	1339.3755	1339.3754	-1328.8574	407.61746	4.008212	1.984018	118399.18259954453
502	321385.12	14359.128	337129.44	301569.16	342110.6	14340.018	358112.56	305487.38	1000.0	1000.0	2007999	1339.7952	1339.7943	-1329.1321	409.35538	3.9974866	2.017276	118630.23824048042
503	324390.38	11551.064	337328.25	305753.47	344890.84	5331.932	352232.12	332277.0	1000.0	1000.0	2011999	1341.284	1341.2842	-1330.9518	409.512	3.9966838	1.9373881	118863.06409859657
504	339229.6	1973.3778	341335.97	336022.22	337559.16	13880.9375	349165.4	299992.3	1000.0	1000.0	2015999	1342.7913	1342.7914	-1331.8491	405.0665	3.9947677	2.0876677	119095.55776047707
505	342779.78	4278.1484	350171.84	339852.7	328454.56	22696.576	350262.97	286472.1	1000.0	1000.0	2019999	1343.8843	1343.8822	-1333.7872	409.90222	4.0069184	1.853966	119328.67370128632
506	338692.06	5590.163	347580.25	332705.56	340887.88	7729.4507	355110.3	331876.0	1000.0	1000.0	2023999	1343.6989	1343.6992	-1332.8658	411.7996	4.001941	2.0344324	119560.51636862755
507	331049.16	20987.016	345530.34	294800.6	342647.03	6484.33	352290.22	329302.56	1000.0	1000.0	2027999	1343.6096	1343.6097	-1333.2836	407.393	4.00053	1.9277483	119794.50371289253
508	338369.3	11094.923	348095.0	319761.66	342992.88	4906.325	349909.22	334778.4	1000.0	1000.0	2031999	1345.8326	1345.832	-1335.4099	412.722	4.0021152	1.9423926	120025.4697291851
509	343095.5	2185.5713	346616.03	340621.6	348804.84	11593.967	358255.62	319701.53	1000.0	1000.0	2035999	1347.2239	1347.2239	-1336.504	412.51474	3.9982862	2.0362036	120259.26990365982
510	342947.03	7476.7515	354615.84	334953.47	343477.3	5099.155	350357.8	333375.84	1000.0	1000.0	2039999	1349.0314	1349.0319	-1338.4124	415.9146	3.9973516	2.0120904	120493.81792092323
511	337404.38	11728.054	345420.06	317164.62	343817.5	10109.565	356348.44	317963.25	1000.0	1000.0	2043999	1350.1539	1350.1521	-1339.9001	409.62155	3.999187	1.9183741	120728.96347737312
512	338066.97	4517.412	344275.56	331709.03	341606.5	8446.928	352767.62	328276.1	1000.0	1000.0	2047999	1352.138	1352.14	-1341.4915	398.1265	4.000352	2.0122907	120964.31032204628
513	343155.3	6226.3804	348599.38	332567.2	345529.06	8734.103	361401.16	330417.62	1000.0	1000.0	2051999	1353.8743	1353.8727	-1343.2979	396.0891	3.998687	2.0095923	121197.4658138752
514	344622.9	3705.8557	348229.22	339050.28	350873.12	5981.8438	357811.94	336705.56	1000.0	1000.0	2055999	1357.226	1357.2257	-1347.1427	399.47607	4.003148	1.878932	121430.77350831032
515	345447.56	5599.859	353988.0	338783.3	339985.56	5753.5366	348943.84	332275.94	1000.0	1000.0	2059999	1358.8711	1358.8688	-1348.714	401.5161	4.000948	1.9034353	121663.81281065941
516	337296.1	10778.157	347483.4	319231.44	347931.3	9954.424	356128.7	321092.62	1000.0	1000.0	2063999	1360.5015	1360.5015	-1350.1908	390.99994	3.9992764	1.9405891	121896.50437235832
517	336700.62	8557.305	346753.97	323759.56	338435.7	5959.355	347854.53	328640.16	1000.0	1000.0	2067999	1362.1147	1362.1152	-1351.8765	395.7084	3.9996896	1.917759	122130.3104493618
518	324607.1	22170.117	343383.38	287090.1	347462.78	3925.5574	353016.5	340832.88	1000.0	1000.0	2071999	1363.8033	1363.8031	-1352.9407	392.93286	4.0006094	2.0882633	122362.8482928276
519	343790.34	2758.9656	346695.56	339818.3	343184.8	8208.843	353789.34	327225.3	1000.0	1000.0	2075999	1364.1301	1364.1309	-1353.8308	401.6069	3.9956226	1.9368249	122596.63630080223
520	343005.5	3544.4944	345896.25	337132.25	346324.4	4014.394	354374.25	341601.28	1000.0	1000.0	2079999	1365.7842	1365.7837	-1355.5507	397.18713	3.9991064	1.9114301	122830.45224094391
521	341277.4	7059.1826	349067.88	331416.6	348050.22	6029.1846	358871.7	339847.0	1000.0	1000.0	2083999	1366.6605	1366.661	-1356.9619	396.69443	4.0044007	1.7894197	123063.91918516159
522	331693.75	16591.03	347973.6	307590.7	343039.22	18884.457	355435.56	290081.7	1000.0	1000.0	2087999	1368.795	1368.7947	-1358.2343	397.99557	3.997063	1.9923294	123297.40547895432
523	342453.4	14258.726	352770.7	317980.34	349947.47	3583.368	357824.0	344423.1	1000.0	1000.0	2091999	1369.1953	1369.1941	-1358.961	406.75446	3.996838	1.9094088	123532.28111577034
524	340578.88	6356.8613	350334.03	332993.84	339455.94	12472.651	358599.44	309508.0	1000.0	1000.0	2095999	1369.3351	1369.3351	-1359.2334	408.65244	4.0056653	1.8656384	123767.67731046677
525	336615.56	6505.9116	343393.12	327080.62	350676.72	5961.19	359340.16	342922.84	1000.0	1000.0	2099999	1369.4105	1369.4103	-1358.3455	408.34378	3.9908493	2.1304214	124001.27765893936
526	341159.44	4198.0938	346765.25	335783.97	350924.8	10543.353	366343.4	326098.84	1000.0	1000.0	2103999	1371.8451	1371.8435	-1362.1123	398.00836	4.00699	1.7975882	124235.78182148933
527	335342.9	10274.102	348721.66	324802.1	345338.06	7315.6797	355530.72	327697.06	1000.0	1000.0	2107999	1374.0477	1374.048	-1363.0361	402.964	3.9980137	2.112495	124466.8589360714
528	338262.12	13593.873	350593.9	315263.88	341641.5	7494.2314	352227.47	325530.47	1000.0	1000.0	2111999	1374.1956	1374.1968	-1363.7755	406.48236	4.003987	1.9617307	124700.30809807777
529	340471.16	7402.659	349474.78	331725.6	345765.8	10089.674	357973.2	328544.8	1000.0	1000.0	2115999	1375.3436	1375.3435	-1364.3867	408.2039	3.996883	2.1083686	124933.8999979496
530	337833.7	10566.589	346119.1	319888.8	325292.34	36267.05	364227.16	259295.7	1000.0	1000.0	2119999	1377.2517	1377.2528	-1367.4954	417.14362	3.997007	1.7989556	125165.8007850647
531	341524.8	6154.7466	347878.84	331604.22	347539.84	12914.483	358036.53	312854.5	1000.0	1000.0	2123999	1377.7535	1377.7538	-1367.0249	416.84247	4.001672	2.0334463	125400.2188565731
532	343373.06	7769.639	354028.16	332837.66	353540.7	3749.5308	360993.03	347214.53	1000.0	1000.0	2127999	1378.8435	1378.8423	-1369.631	408.99207	3.9942858	1.665993	125633.1459877491
533	347238.06	8298.068	355771.44	333524.25	357165.84	7836.362	374032.97	345788.3	1000.0	1000.0	2131999	1380.5743	1380.5741	-1369.6747	399.46936	4.0019436	2.093602	125867.39301681519
534	350295.34	2902.9885	355135.34	347485.4	349196.6	7816.832	354511.78	326421.22	1000.0	1000.0	2135999	1383.193	1383.1945	-1373.4113	393.2273	4.0065584	1.8171122	126101.52450108528
535	348044.9	4943.6865	352953.9	340650.4	347246.56	4449.101	356384.38	339259.25	1000.0	1000.0	2139999	1385.3271	1385.3281	-1374.8044	400.65964	3.9995742	2.0058959	126336.31565380096
536	343129.7	3192.7976	346548.12	338240.16	351813.44	4644.139	361771.62	344633.72	1000.0	1000.0	2143999	1387.119	1387.119	-1376.2528	392.90024	4.000883	2.0978827	126570.73091983795
537	348003.25	4102.616	352096.1	341462.34	343556.5	13609.3955	357223.56	305575.62	1000.0	1000.0	2147999	1388.1898	1388.1895	-1378.0668	398.07822	4.002094	1.9058478	126805.14366030693
538	349602.34	7083.459	358370.03	338691.8	347161.9	6577.9463	359421.28	339115.22	1000.0	1000.0	2151999	1389.0509	1389.0503	-1378.4222	405.32794	3.9919186	2.0221634	127038.90263366699
539	331690.56	28927.312	353976.0	282630.5	353987.06	6951.9634	360573.62	336310.84	1000.0	1000.0	2155999	1389.5808	1389.5808	-1379.0902	399.9684	4.0010605	1.9862733	127270.81891202927
540	346925.94	8151.3667	355624.5	333657.6	354300.38	4609.272	366103.47	349305.6	1000.0	1000.0	2159999	1390.4852	1390.4856	-1379.4005	406.8857	3.9991279	2.13839	127503.76857948303
541	345829.8	2027.0712	349229.94	344236.25	359876.62	3523.2964	365236.7	354187.4	1000.0	1000.0	2163999	1391.3778	1391.3778	-1381.6375	404.56924	3.9999902	1.801561	127739.30813598633
542	352736.2	9788.578	369532.97	345782.03	317973.2	39476.836	357356.28	216108.42	1000.0	1000.0	2167999	1393.9299	1393.9315	-1383.3883	396.4745	4.003949	2.023828	127973.02461957932
543	328633.72	27252.104	352279.28	282346.25	343278.62	28509.44	365282.6	264269.72	1000.0	1000.0	2171999	1396.3832	1396.3816	-1386.0995	397.15466	3.996327	1.9528884	128207.08599615097
544	349426.66	4107.605	355117.5	343533.1	354058.72	6690.6626	368662.28	345831.06	1000.0	1000.0	2175999	1397.14	1397.1389	-1386.0197	396.04037	4.0043926	2.1561928	128440.50175571442
545	311264.6	30562.938	349218.6	264559.34	353123.56	22990.05	367523.8	285209.16	1000.0	1000.0	2179999	1398.7056	1398.7081	-1388.5057	389.93576	4.001453	1.9421682	128676.52092456818
546	345014.7	6626.8325	353490.66	336585.06	349293.16	6277.256	357425.1	334301.75	1000.0	1000.0	2183999	1400.2157	1400.2144	-1389.5695	395.60876	3.9957619	2.0354803	128908.38115906715
547	338936.06	23336.82	353727.0	298546.3	345360.44	12159.804	360366.53	317792.1	1000.0	1000.0	2187999	1401.5575	1401.5541	-1391.0077	406.42392	3.9942133	2.0138466	129143.88824391365
548	350262.25	6282.0186	358123.66	340752.6	358750.2	14818.699	390108.75	335554.4	1000.0	1000.0	2191999	1401.9672	1401.97	-1391.6248	414.47107	4.0026803	1.952872	129378.6182808876
549	308084.22	44271.957	361420.16	253231.31	348617.75	27930.082	365388.7	265950.9	1000.0	1000.0	2195999	1401.8152	1401.8146	-1392.1118	420.29333	4.0023623	1.7699655	129612.17186784744
550	356171.44	5407.8213	362823.1	348358.88	354735.56	5560.9917	364017.16	346049.12	1000.0	1000.0	2199999	1401.1761	1401.1761	-1390.0615	428.31076	4.0039897	2.1280997	129847.16537261009
551	354939.16	3614.1135	358707.53	350507.22	354492.2	11712.206	368094.0	330383.53	1000.0	1000.0	2203999	1401.1293	1401.128	-1390.6124	436.15033	3.9949076	1.9874442	130079.38505601883
552	351177.72	2359.3425	354657.34	348847.38	352112.66	6915.267	361379.78	337752.75	1000.0	1000.0	2207999	1401.5436	1401.5433	-1390.7913	438.6259	4.000495	2.036738	130311.95574426651
553	353940.78	4752.0312	361646.06	348866.2	359679.66	12901.395	379841.16	335166.4	1000.0	1000.0	2211999	1402.9542	1402.9546	-1392.8538	441.27267	4.0008426	1.8768044	130544.42613458633
554	358264.3	3764.5005	364588.12	355215.28	353992.56	22278.363	385179.22	301388.0	1000.0	1000.0	2215999	1404.4769	1404.4775	-1392.6741	435.77	4.004403	2.331231	130776.93969011307
555	348202.5	7758.585	355338.5	335124.56	355253.88	11502.856	378115.78	332064.66	1000.0	1000.0	2219999	1406.2771	1406.2755	-1395.3629	422.05933	3.9959016	2.09984	131008.62578487396
556	339287.53	24799.742	359425.53	297674.22	361955.34	9715.681	374024.94	342104.34	1000.0	1000.0	2223999	1407.7177	1407.7178	-1397.2467	431.5847	4.0009575	1.9872856	131243.5504076481
557	353981.56	5989.71	360774.9	345139.47	356954.7	11509.47	370212.47	326479.66	1000.0	1000.0	2227999	1409.8901	1409.8917	-1399.4033	438.00812	4.0005693	2.009899	131474.7100713253
558	344487.56	17948.676	356383.12	313505.0	362794.7	7855.4907	374811.38	353985.75	1000.0	1000.0	2231999	1412.0658	1412.0674	-1402.3153	446.2525	3.9919062	1.8021067	131708.3386030197
559	345368.47	22744.633	363145.88	306309.38	362837.53	8770.782	376249.78	342656.8	1000.0	1000.0	2235999	1413.268	1413.2677	-1402.0979	442.40256	4.01476	2.1507828	131942.83333420753
560	353045.66	6527.6963	360592.1	343309.16	360358.3	8087.686	370463.94	341976.38	1000.0	1000.0	2239999	1412.3859	1412.3843	-1401.8824	438.47113	3.9939322	1.9757229	132178.2153429985
561	353858.0	3775.0027	358530.2	348003.84	356210.97	16139.338	375106.97	322678.1	1000.0	1000.0	2243999	1415.0707	1415.0709	-1404.1248	433.93576	3.9983773	2.1075304	132414.71212816238
562	330049.2	32573.553	357755.53	275877.62	350772.34	9146.501	364063.62	334354.97	1000.0	1000.0	2247999	1416.8888	1416.8904	-1405.2793	443.857	4.000686	2.2656622	132651.97680330276
563	342415.4	6742.776	347467.7	331010.9	362026.94	7101.388	369455.75	345043.34	1000.0	1000.0	2251999	1416.6868	1416.6876	-1406.1945	457.35266	4.0004673	1.9816642	132887.49486780167
