Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
117	2496.8855	132.06023	2609.3252	2271.7	2732.6978	140.15836	2957.95	2514.478	1000.0	1000.0	467999	257.29318	71.225204	549.0788	-24.249737	-258.36703	17.402042	5106.617116928101
118	2799.5596	248.52992	3219.2383	2592.658	2680.4714	290.15106	3413.3372	2370.1587	1000.0	1000.0	471999	259.02267	70.51187	559.58746	-14.738514	-260.09418	17.296312	5150.322324991226
119	2520.5942	169.07018	2756.1526	2347.3179	2389.1714	121.46306	2564.8904	2179.8079	1000.0	1000.0	475999	259.78015	70.19459	520.92584	-31.972488	-260.76044	16.49272	5193.903026819229
120	2678.7725	111.34666	2794.2537	2495.365	2937.121	164.90689	3247.8306	2602.274	1000.0	1000.0	479999	260.2307	69.76223	528.01776	11.422016	-261.2985	16.946098	5237.550685405731
121	2673.5002	116.66444	2825.2888	2498.469	2676.3894	157.31389	2853.951	2286.7764	1000.0	1000.0	483999	261.52542	68.85025	484.83353	10.1858225	-262.58945	16.695356	5281.324810743332
122	2950.1543	286.05313	3310.969	2510.016	3252.225	21.016674	3297.1775	3227.2515	1000.0	1000.0	487999	263.15414	68.376366	509.67923	6.2753563	-264.19952	16.229591	5324.949151277542
123	2883.0393	166.84499	3116.495	2648.7708	2862.3882	136.1712	3074.4565	2555.1055	1000.0	1000.0	491999	265.00104	68.829124	517.9688	16.520744	-266.0637	16.013964	5368.587532043457
124	2694.5251	168.04848	2938.1123	2483.2979	3052.0046	115.76353	3212.2505	2855.1428	1000.0	1000.0	495999	265.88715	69.48328	532.1987	13.145845	-266.90665	15.717475	5412.168499708176
125	2635.9941	200.00848	2951.7231	2415.9514	2720.108	171.48314	2987.0833	2538.4502	1000.0	1000.0	499999	265.8444	70.0274	524.36444	-6.8195686	-266.8602	16.222466	5455.986874341965
126	2675.7812	81.89106	2771.7312	2588.4714	2771.6284	100.97791	2889.9219	2561.3188	1000.0	1000.0	503999	266.2039	69.94075	509.37256	-2.222906	-267.22263	16.3615	5499.654137372971
127	2613.974	217.81026	2903.9905	2330.6184	2759.226	159.43723	2997.1995	2556.5098	1000.0	1000.0	507999	266.63037	69.99007	446.11722	-1.8017349	-267.6442	15.844566	5543.35693860054
128	2656.063	37.118443	2700.2058	2597.751	2818.1392	133.21538	3013.6453	2591.5874	1000.0	1000.0	511999	267.14758	70.223724	463.73062	-59.26135	-268.17474	15.8420105	5586.837107658386
129	2766.075	200.55966	2984.7893	2441.9443	2963.517	74.9546	3065.9888	2836.248	1000.0	1000.0	515999	268.30573	70.076584	452.0243	-14.059899	-269.37604	15.62995	5630.23088145256
130	2629.6965	90.539474	2739.3193	2501.1526	2603.5662	169.73563	2903.042	2329.2712	1000.0	1000.0	519999	268.85532	70.03513	448.50775	-31.224422	-269.82605	15.791595	5674.049926280975
131	2643.285	221.714	2794.9116	2260.8022	2882.587	114.496124	3093.5515	2670.4104	1000.0	1000.0	523999	268.8443	70.20879	445.33124	-54.33948	-269.87256	15.958168	5717.7681522369385
132	2712.2356	78.13452	2777.9993	2579.8374	3041.661	185.57396	3402.8235	2751.8713	1000.0	1000.0	527999	270.34113	70.263565	454.5822	-41.328552	-271.4315	16.24067	5761.438134908676
133	2743.1372	187.55757	2956.0308	2440.972	2652.415	218.55162	2883.7363	2087.9702	1000.0	1000.0	531999	271.96533	69.58585	457.57404	-39.13356	-273.01007	16.254389	5805.278279304504
