Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Q1Vals	Q2Vals	LossPi	LossQ	Averagemmd_entropy	Stdmmd_entropy	Maxmmd_entropy	Minmmd_entropy	Averagealpha	Stdalpha	Maxalpha	Minalpha	Time
82	3129.207	190.83319	3281.238	2807.763	3218.114	33.89337	3270.7678	3156.3113	1000.0	1000.0	327999	279.1119	279.11218	-278.78638	9.074164	1.610428	0.055064168	1.7988379	1.3817728	0.3917288	0.0197932	0.4583986	0.3569851	7509.257613182068
83	3196.578	90.466896	3309.2844	3069.2993	3246.1533	115.35282	3503.202	3086.7793	1000.0	1000.0	331999	279.7723	279.77246	-279.4493	8.91072	1.6102111	0.0554444	1.8100216	1.4272405	0.39093214	0.020265672	0.44106004	0.362889	7601.464901208878
84	3246.727	128.2919	3445.5955	3108.6965	3118.5137	309.75507	3508.1619	2408.3408	1000.0	1000.0	335999	280.73965	280.7399	-280.4302	8.656679	1.6089807	0.05724477	1.8129842	1.3815869	0.39328298	0.0223344	0.4437415	0.35297176	7693.2503798007965
85	3195.7222	86.46794	3283.0393	3055.3657	3279.0884	138.15082	3482.274	2994.2825	1000.0	1000.0	339999	281.3707	281.3706	-281.07828	8.883335	1.6102719	0.05931796	1.8343637	1.3798451	0.3679931	0.019091588	0.42069837	0.3364464	7784.609015464783
86	3112.038	109.123215	3230.4634	2982.3062	3214.5308	70.10918	3306.4104	3074.6787	1000.0	1000.0	343999	282.2064	282.2066	-281.92468	8.740343	1.6109147	0.05561433	1.8130436	1.4208144	0.3689209	0.030535832	0.4238224	0.3072366	7876.524090051651
87	3246.271	131.81506	3344.4773	3019.8594	3281.4695	90.155624	3434.3572	3155.1694	1000.0	1000.0	347999	282.613	282.61276	-282.2856	8.560287	1.6087298	0.058262292	1.8481958	1.3707759	0.3931272	0.019640192	0.43825558	0.3525342	7968.155731201172
88	3322.642	85.33396	3452.309	3213.573	3232.514	91.04719	3322.4634	2996.3916	1000.0	1000.0	351999	283.44345	283.44366	-283.11224	8.370566	1.6099656	0.05679322	1.801317	1.4192469	0.38009998	0.017806578	0.4213678	0.34541303	8060.649841785431
89	3303.9595	75.64458	3424.5874	3223.7283	2906.825	154.87279	3225.5435	2722.2268	1000.0	1000.0	355999	283.5429	283.54282	-283.21912	8.653059	1.6099696	0.0569434	1.8173096	1.40909	0.37325424	0.01837855	0.4197589	0.32597208	8152.557503700256
90	3223.038	123.17823	3422.5107	3097.5034	3032.066	152.37944	3384.123	2815.1885	1000.0	1000.0	359999	284.37988	284.3798	-284.06592	8.760584	1.6099415	0.0564005	1.8203343	1.3953447	0.38006544	0.015852878	0.42229047	0.3451107	8244.717433452606
91	3323.2861	54.218994	3392.1843	3242.864	3275.8994	79.40634	3468.3564	3142.6614	1000.0	1000.0	363999	285.17874	285.17896	-284.81207	8.377413	1.611241	0.057432454	1.8046165	1.4146535	0.40331468	0.026409436	0.4627117	0.34980375	8336.268208026886
92	3377.5142	93.23989	3527.1743	3272.44	3320.431	125.39642	3485.716	2983.904	1000.0	1000.0	367999	285.96198	285.96173	-285.61905	8.47998	1.6090752	0.057009432	1.8080573	1.4051454	0.3997932	0.019676343	0.45148402	0.35011026	8427.888409614563
